,Compound,R2,LOQ,SFBlank_1,SFBlank_2,SFBlank_3,Nov11_1,Nov11_2,Nov11_3,Nov13_1,Nov13_2,Nov13_3,Nov14_1,Nov14_2,Nov14_3,Nov15_1,Nov15_2,Nov15_3,Nov16_1,Nov16_2,Nov16_3,Nov17_1,Nov17_2,Nov17_3,Nov18_1,Nov18_2,Nov18_3,Nov19_1,Nov19_2,Nov19_3,Nov20_1,Nov20_2,Nov20_3,Nov21_1,Nov21_2,Nov21_3,Nov22_1,Nov22_2,Nov22_3,Nov23_1,Nov23_2,Nov23_3,Nov24_1,Nov24_2,Nov24_3,Nov25_1,Nov25_2,Nov25_3,Nov26_1,Nov26_2,Nov26_3,Nov27_1,Nov27_2,Nov27_3,Nov28_1,Nov28_2,Nov28_3,Nov29_1,Nov29_2,Nov29_3,Nov30_1,Nov30_2,Nov30_3,Dec1_1,Dec1_2,Dec1_3,FFBlank_1,FFBlank_2,FFBlank_3
102,Levamisol,0.9977,5,<LOQ,<LOQ,<LOQ,957.5189064,573.940824,635.442051,492.2354207,502.727829,443.2281739,388.4108139,464.3835045,399.8743964,330.9948002,361.264079,339.4133256,337.9855783,358.5881271,362.1053071,294.6217109,288.254019,293.6217781,305.3722899,271.0555837,288.2139368,228.718434,229.6208837,274.2440734,202.779772,248.431062,296.9639337,351.3780583,284.9864782,256.1927026,260.3771258,294.9841287,283.4320889,250.5152496,193.6266829,226.5437757,204.7643927,181.2262158,163.7161764,235.6858627,284.3256276,242.5227806,270.3901669,235.6416294,227.0140785,150.6519166,174.3305799,166.3984406,156.1815918,145.4345017,136.8921181,185.7703826,208.2876191,198.5102638,216.1660921,227.3424021,183.7903554,186.2175764,221.501762,242.0962401,8.68963166,8.3045819,7.567711237
103,Levetiracetam,0.9912,1,9.352824833,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,3018.583444,1761.03434,2804.12186,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
104,Levofloxacin,0.9628,25,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
105,Lidocaine,0.9721,25,<LOQ,<LOQ,<LOQ,2727.260648,1959.94704,1891.95831,2026.093722,1747.338818,2514.891946,1040.515656,1071.011695,1110.600704,681.5197286,702.7830726,975.7686817,830.5565805,716.9352537,827.6372547,703.9431168,836.3421232,890.9891063,1043.641911,1130.708981,1087.175446,1008.791542,803.6489944,934.0066925,824.8358806,1187.732657,1204.527664,1857.285906,1356.676389,1318.161697,1099.730331,1270.693249,1035.582604,1018.268225,905.0170908,950.3620564,2124.975702,2171.556064,2605.057591,1305.138907,1224.346294,1014.970317,1474.076303,1353.668449,1192.177523,856.0945398,864.0971346,795.2633059,517.2176648,547.8785878,570.6844015,791.5791183,733.0155125,656.0414442,719.3627414,659.7006203,732.7338701,1169.431431,1047.811215,1228.565451,29.45237036,<LOQ,28.22971765
106,Losartan,0.9921,1,<LOQ,<LOQ,<LOQ,381.4273528,341.1260283,359.5962718,507.9412936,527.1181626,536.273872,561.405623,597.39735,661.2369389,497.6917616,562.8496118,543.5644984,702.7563804,670.4824148,577.2810216,287.2409601,295.9389428,295.8104566,654.2236175,756.8937987,705.5587081,777.9419745,784.9241471,784.9846224,684.1603507,666.7650085,653.0497932,517.4092099,508.8516862,490.7959307,345.3700599,346.8671177,353.0344099,433.7806892,473.1219711,442.9441832,377.909835,351.5520221,358.9590969,683.6981569,548.3013923,628.0306901,405.520534,418.3618847,383.1990091,356.6773765,351.0920953,358.9188047,520.6139655,467.6211209,491.727234,737.4466098,731.3154449,719.5042839,649.0982617,672.8249439,696.5594799,336.2190025,323.376873,331.3630943,23.967836,27.78117946,24.69351556
107,Mabuterol,0.9944,25,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
108,Mecoprop,0.9985,1,<LOQ,<LOQ,<LOQ,817.4117261,825.2389199,883.1953912,961.9740635,996.9153157,956.3821789,858.037697,867.5276864,912.7273072,163.387524,180.253173,177.8831046,66.34133691,78.5571294,77.56192291,435.5481447,404.2381885,415.6861974,793.3329052,797.9366934,795.6347993,495.3573829,531.5687878,495.3004694,739.9539577,702.6199957,728.9472818,567.0247439,610.5623729,596.1410752,122.4403339,121.7987338,128.4108728,33.93137583,41.77527115,33.4713405,484.531691,487.8211611,491.2927959,849.3391125,945.2387149,935.4912395,663.4138871,695.484754,676.2759798,60.47199984,65.73696583,68.18251483,145.4705195,160.09337,142.2030548,150.7128398,165.8986646,152.2073365,45.04635801,40.68052347,43.0613933,968.628706,918.2752166,990.1949034,14.76896398,14.65267718,15.53354615
109,Melamine,0.0003,250,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM
110,Meprobamate,0.9729,25,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,32.3844138,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
111,Metalaxyl,0.998,1,<LOQ,<LOQ,<LOQ,41.05696561,32.98553911,43.45455174,21.9954111,29.94506533,26.72454784,31.3923988,26.75398496,28.67908666,24.29131926,20.40716809,17.69701608,16.76502697,19.76578323,15.67096545,26.40433602,24.57377201,33.15124679,28.55335372,28.79963117,28.67649245,20.50309443,27.26262328,19.06688728,22.37182815,8.159544412,29.22506608,38.11235366,26.21739286,29.12468895,24.30130293,24.8439698,23.49663412,17.6136662,17.80891246,20.97701505,25.93713479,28.97405193,22.73073244,35.6947369,29.97928145,19.48504603,22.08949971,20.47113402,40.57511471,23.55561539,29.36556724,17.68681732,23.05199087,22.03869521,19.24659106,18.49517731,24.79366241,22.63485054,16.54613804,20.35194391,24.16032517,26.64816201,34.8285829,38.6685701,<LOQ,<LOQ,<LOQ
112,Metaxalone,0.9968,1,<LOQ,<LOQ,<LOQ,103.7634832,144.2802451,108.5809165,86.53341508,92.35297962,97.54851038,<LOQ,<LOQ,<LOQ,54.00076271,62.10258437,48.30064086,79.74388371,67.24107252,68.10488443,3215.44805,3405.278698,3318.06414,504.5754651,503.704054,504.1397596,196.0341358,177.4737683,208.5185449,151.2578654,137.0608376,137.3812537,135.903163,132.964186,140.1743658,151.8751617,147.9818522,131.4979129,124.2250938,141.3553286,121.9843348,101.9781692,136.953881,115.5821766,186.0271406,182.4849116,175.9094819,114.7898535,151.6777485,137.9464303,92.23732789,84.63122705,108.2738521,93.50736364,116.338157,102.2973522,60.44547785,65.22108244,78.9938637,118.6112918,144.5526,144.128032,126.144327,125.5118029,119.1292385,<LOQ,<LOQ,6.171485319
113,Metformin,0.0807,NA,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM
114,Methadone,0.968,1,<LOQ,<LOQ,<LOQ,51.72543768,51.97500434,55.56228251,55.70284659,65.06582134,52.29370624,74.40447404,67.63904391,70.46919776,71.29113381,66.43057594,69.1649811,58.31234847,59.02016236,63.57862014,51.62539177,51.37973296,49.05014024,38.99499904,42.15661215,40.57580559,78.18120758,90.81372463,95.27945426,73.48820459,71.85294275,68.79987348,64.55791386,67.82964497,69.27177671,61.88609751,62.39249121,66.05511709,70.8689462,80.96308424,72.2659696,66.10228147,58.0875188,57.95693988,63.35452764,61.22107347,70.07765905,53.86125005,70.57527432,69.43204738,47.83087812,46.12516772,49.00850488,50.43835828,61.50455353,58.37913171,68.02253942,70.82073765,72.6145849,60.08723184,57.66570522,63.11573071,54.79867268,50.48046752,55.80155772,<LOQ,<LOQ,<LOQ
115,Methocarbamol,0.9803,50,<LOQ,<LOQ,<LOQ,724.6253324,660.4672476,829.9732926,609.4441034,894.1906294,611.2667026,497.7080224,552.6636025,589.3724162,449.2460614,524.6556111,571.0416164,537.3012349,469.508484,702.8909048,630.6950768,511.2808222,588.4795373,620.1370156,720.7571984,670.447107,612.2959438,664.3332435,832.7090325,594.9607776,871.5434213,776.7753021,622.7596544,751.1484622,614.8622686,925.1383261,676.0960936,717.6740094,743.9944472,807.8288809,919.6218634,851.9842092,520.5293177,619.3215593,670.4391446,600.0392424,757.7107045,964.6936634,822.2768829,943.1913999,475.0857668,424.0447439,489.9278855,723.4774636,867.1880443,753.2218406,881.5706832,1041.904571,708.882242,1184.491624,1123.12091,1107.479978,606.5064283,664.0204266,851.9509689,62.00005579,<LOQ,<LOQ
116,Metolachlor,0.9715,1,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
117,Metolachlor-ESA,0.9963,1,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,117.8456569,203.3501801,222.3851918,330.9265507,255.3580253,348.0954383,388.6735895,301.3890506,522.454422,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,253.6385347,264.0075169,283.6526618,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,306.3404249,293.7752374,358.6919815,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
118,Metolachlor-OXA,0.9968,1,<LOQ,<LOQ,<LOQ,41.12202149,35.39959019,43.24538178,30.800651,39.13185915,33.6679138,29.94542055,26.9309618,20.08020418,23.93258232,28.65530275,27.24755092,38.60867131,32.03198093,35.53940401,27.53849247,19.18437678,25.75742025,46.63238009,42.25796446,44.44517227,29.19491947,39.72840318,35.32216333,19.3054419,26.89469574,28.40999456,32.19362288,25.83781709,21.8104815,35.56025706,29.37736368,39.29636002,30.37956849,27.68628585,34.18861117,36.81854606,28.19727741,33.28534085,32.94583555,35.29288575,33.31588607,29.39223898,27.83347847,30.11562818,27.46088179,25.4195961,22.67869247,22.01590641,29.01693911,23.04998805,30.23924787,33.36320917,31.4246129,32.19600033,26.78295977,42.72091982,41.14849002,33.84794162,33.21020569,<LOQ,<LOQ,<LOQ
119,Metoprolol,0.9871,25,<LOQ,<LOQ,<LOQ,2344.522212,2284.245628,3712.304696,2339.097892,2930.322912,2294.035925,2362.521643,2519.648313,2690.682392,1665.624507,1685.822699,1884.114664,1809.54623,2084.031517,2333.642543,757.1402728,772.7883058,764.2663269,2866.685192,3201.382541,3034.033866,2195.687984,2059.355369,2786.905261,1619.919747,1936.672331,1889.266647,1737.589889,2002.655687,1780.228914,2005.09032,1649.281199,1971.508819,1477.591819,1783.697254,1682.458603,1913.814536,1505.651471,1701.011557,2095.363546,2372.486388,2296.518917,1848.481309,1423.670471,1474.278378,707.4836941,701.534317,737.3809537,801.2524905,785.5548284,805.2329868,1064.772459,1265.949737,1156.224652,1120.851988,948.8260092,1005.322536,1151.627026,1155.172413,1349.898837,<LOQ,<LOQ,<LOQ
120,Metronidazole,0.9989,5,<LOQ,<LOQ,<LOQ,73.61677763,91.33968208,77.87309458,119.9508188,141.1476061,119.4006851,146.2269961,128.5082858,141.8075577,132.9041135,123.3917266,122.4222185,116.2601715,106.1132893,118.6964006,<LOQ,<LOQ,<LOQ,112.2704877,156.0001332,134.1353104,303.1782425,282.9753489,284.6863628,366.4834198,297.0421055,272.3066356,209.0582254,233.7453925,214.9593593,237.7207465,248.4065985,248.9749871,269.0473186,275.9412665,256.8275415,384.8153531,370.4516555,357.1100573,179.3962211,202.4265744,179.1104687,126.08304,105.3941884,122.9810229,93.58581789,79.69807011,90.91025157,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,84.47576779,86.75993363,90.13779708,78.62121703,79.0656202,79.36712497,<LOQ,<LOQ,<LOQ
121,Morphine,0.9974,1,<LOQ,<LOQ,<LOQ,119.146859,171.6138079,161.3113525,111.1119335,167.2619539,220.2743284,197.7631117,167.3437521,179.2672287,181.6804988,210.5803445,134.1380317,195.8400117,222.9892831,231.1406731,56.23205709,93.35423433,63.2844229,242.4797523,261.5516112,252.0156818,211.2444857,236.0857411,244.0126694,176.7770068,198.3996595,195.8737354,171.7578905,91.68724282,91.80788947,137.0719258,149.1498735,130.7862335,138.1076615,173.584809,207.3750357,132.145287,217.2386905,138.6306452,215.012108,224.5440191,240.4413967,189.6626809,173.4362795,207.352713,111.0435125,69.78009176,100.1205956,150.9554912,148.9870074,151.1160405,195.1810628,177.6201581,191.3658672,190.1673656,201.7069277,147.2888836,203.5296182,160.7013705,194.5009234,<LOQ,<LOQ,<LOQ
122,"N,N-didesmethylvenlafaxine",0.9582,5,<LOQ,<LOQ,<LOQ,96.63103883,86.73295355,25.23049226,28.76044737,39.7142079,42.48161234,83.54292614,148.0883714,75.46914612,24.46004795,22.93427426,34.47128697,36.25483071,37.60734098,16.35834535,35.18326922,88.16043278,47.87466778,71.02059052,116.7059002,93.86324538,48.71321385,53.8783507,46.34082936,28.59146902,62.45910438,84.1125849,62.32064349,34.59804782,27.98329324,25.38024837,42.4260925,60.3247835,33.87457077,17.83278431,48.87042927,34.9059443,22.17426248,25.1676243,39.96886927,20.89527729,31.65413836,54.18945492,29.3080058,58.71407393,42.16369602,14.71465732,36.94670267,27.01299375,22.00440016,44.40343614,23.22149082,15.21109164,19.9793536,36.45886868,12.26811349,26.71365112,50.64836446,63.21742002,54.40077918,<LOQ,<LOQ,<LOQ
123,N4-acetylsulfamethoxazole,0.988,25,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,119.1077951,94.86608049,137.5386443,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,135.7665407,56.96538222,130.8185341,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
124,Nadolol,0.9847,5,<LOQ,<LOQ,<LOQ,105.5210557,103.462613,82.75397052,153.48197,121.6312216,125.5685285,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,37.73675803,41.91013198,50.78494617,<LOQ,<LOQ,<LOQ,106.8751159,72.91618487,70.2993446,<LOQ,<LOQ,<LOQ,95.59139671,71.9740207,80.39894713,61.08217492,81.78976371,57.10171416,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,71.16503028,68.33932055,59.6880058,93.8967789,70.15068501,61.03017151,43.13901701,39.46823428,45.71910434,39.40858284,34.84651638,25.35879674,39.06754687,50.76957174,41.60423768,52.01725127,55.63596761,62.04921083,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
125,Naproxen,0.9977,1,<LOQ,<LOQ,<LOQ,1930.028958,1786.54051,1216.527514,1654.626513,1341.371949,1228.588223,1923.383011,2249.564989,1873.077496,887.6636091,1047.310142,1335.807263,2107.2502,1656.765364,1920.471247,<LOQ,<LOQ,<LOQ,5586.475502,4061.802611,4824.139057,2356.747532,3926.739683,2531.521727,1190.569475,1317.572452,1089.496637,705.782086,1050.773366,1047.840926,1077.987674,598.7379222,861.357913,642.5634439,642.6219015,666.8984606,819.1718668,785.8284679,806.5325578,1684.645786,993.5623677,1668.388539,1138.193575,781.0129726,1156.215034,554.8325167,456.6634391,483.9723437,549.2917929,584.5469199,468.2092251,710.1874593,525.9247415,574.5845037,522.2197393,504.77889,509.4670158,1338.273989,1472.10868,1360.02203,<LOQ,<LOQ,<LOQ
126,Nicotine,0.5236,750,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM
127,Norfloxacin,0.9068,100,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
128,Ofloxacin,0.9629,25,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
129,Oxazepam,0.995,1,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,66.23035138,70.93071211,68.6136046,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,54.14746396,43.4150167,56.0973101,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,53.72069676,70.52059453,63.0344854,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
130,Oxcarbazepine,0.9961,1,<LOQ,<LOQ,<LOQ,319.56741,236.3263555,291.9474335,730.7775885,817.6553489,803.4697565,339.1050231,343.3615181,319.3954282,288.7595013,291.3326467,329.4195054,320.6084987,317.0105182,324.7984563,339.0235544,334.1838478,336.8290574,209.5423246,187.3096454,198.425985,231.5441054,199.5694585,174.0295384,138.975312,229.0410461,163.3543984,291.2345932,309.0604773,272.7501715,330.2681826,304.6208375,243.8799246,305.4707218,289.4910449,351.7461776,244.6941981,250.4718824,260.6224356,229.2623875,232.8144405,229.3793585,210.4568961,277.4329366,215.2912886,217.4447206,209.7663053,250.0159979,294.9082283,300.7165759,258.4622239,229.5062448,255.5777774,166.2768234,262.1210879,273.4073241,246.457907,212.9491224,207.8080846,285.9462306,5.912618645,4.845104542,2.841291523
131,Oxybenzone,0.9109,1,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
132,Paraxanthine_Theophylline,0.9885,1,<LOQ,<LOQ,<LOQ,207.5730582,155.7461183,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,27.8621416,19.55205253,37.18006241,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,26.47744613,14.82837079,43.45647744,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,12.80566794,25.88601885,43.7914599,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
133,Penciclovir,0.969,100,<LOQ,<LOQ,<LOQ,4579.46082,2624.347784,8428.055089,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,2854.649508,2777.349715,2027.54272,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,1285.556692,1222.607853,978.3957065,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
134,Pentobarbital,0.01,NA,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM
135,Pentoxyfylline,0.9884,5,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,58.01363101,34.15210849,60.313086,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
