,Compound,R2,LOQ,SFBlank_1,SFBlank_2,SFBlank_3,Nov11_1,Nov11_2,Nov11_3,Nov13_1,Nov13_2,Nov13_3,Nov14_1,Nov14_2,Nov14_3,Nov15_1,Nov15_2,Nov15_3,Nov16_1,Nov16_2,Nov16_3,Nov17_1,Nov17_2,Nov17_3,Nov18_1,Nov18_2,Nov18_3,Nov19_1,Nov19_2,Nov19_3,Nov20_1,Nov20_2,Nov20_3,Nov21_1,Nov21_2,Nov21_3,Nov22_1,Nov22_2,Nov22_3,Nov23_1,Nov23_2,Nov23_3,Nov24_1,Nov24_2,Nov24_3,Nov25_1,Nov25_2,Nov25_3,Nov26_1,Nov26_2,Nov26_3,Nov27_1,Nov27_2,Nov27_3,Nov28_1,Nov28_2,Nov28_3,Nov29_1,Nov29_2,Nov29_3,Nov30_1,Nov30_2,Nov30_3,Dec1_1,Dec1_2,Dec1_3,FFBlank_1,FFBlank_2,FFBlank_3
102,Levamisol,0.9977,5,<LOQ,<LOQ,<LOQ,261.8116965,208.0522257,232.5973045,381.8547672,283.7016045,345.2368416,287.1018991,255.5105954,334.2287481,289.6120544,235.6753407,250.8866086,231.5934454,174.4695471,149.8608122,260.2097397,252.1120067,226.6848941,257.9207756,232.0427229,151.4603859,137.6186359,182.0362573,126.8104531,177.5322706,181.5637911,190.2652724,226.8926377,144.2156058,247.5339112,157.967075,236.8026031,244.5396509,134.2001168,254.0483817,160.9282768,115.7083452,141.7737768,74.44885906,240.5757735,245.5791216,208.6834493,336.7423567,302.3502738,361.5145995,185.0336297,203.6482462,245.746003,208.4496635,202.6509406,179.6365791,220.0486875,217.0036581,227.3264173,335.204417,301.5357098,265.5363867,303.3051523,259.6077978,293.6558145,<LOQ,<LOQ,<LOQ
103,Levetiracetam,0.9912,1,6.453891598,<LOQ,6.43825678,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,20076.18177,37960.09871,19826.50479,25952.2849,<LOQ,<LOQ,37165.73359,<LOQ,22844.49718,<LOQ,<LOQ,46260.70897,<LOQ,<LOQ,<LOQ,46026.69177,22835.37463,58882.10394,<LOQ,45737.32531,54576.79298,<LOQ,<LOQ,65696.86527,<LOQ,<LOQ,39683.72653,54334.52682,<LOQ,<LOQ,<LOQ,55252.22133,<LOQ,<LOQ,<LOQ,<LOQ,43586.38306,33786.98059,11724.01383,10591.71988,24281.97505,15507.46856,16046.29237,82417.10394,78901.15932,20693.15622,70956.04809,14537.20101,32902.20338,62315.58033,25121.39343,<LOQ,16079.273,<LOQ,139.0202271,95.70541063,119.4751712
104,Levofloxacin,0.9628,25,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
105,Lidocaine,0.9721,25,<LOQ,<LOQ,<LOQ,14162.17888,5822.088816,5465.764932,5735.091755,3744.219124,5305.257663,5632.375161,3013.710513,3006.011622,3010.363368,7022.995335,2798.250552,5627.70007,2077.256036,2808.33155,5101.774118,5531.842436,7223.655034,3121.340004,3830.607411,5105.167039,5991.995084,1011.596061,2919.837866,9498.65605,7609.793402,14547.95414,4550.474427,19228.91463,16418.09577,4153.84292,4146.223201,10123.10047,2183.648528,6367.151965,6398.074591,7245.660122,8982.592668,13983.64555,8635.630825,2501.672731,6277.741326,7652.463699,15187.9875,5422.729167,956.1317847,805.8053693,812.5360905,2105.091385,1673.541769,1851.164999,1053.654095,1067.870246,5924.156498,2329.55042,2659.745756,1876.663972,2621.818421,2131.347358,2232.838899,<LOQ,<LOQ,27.04454323
106,Losartan,0.9921,1,<LOQ,<LOQ,<LOQ,133.2173028,127.6058401,143.4423548,211.123486,258.6186419,286.3093212,236.8354505,231.6017925,245.0292764,274.0312358,267.6661906,255.7776419,174.7224402,177.85963,169.7126193,206.9068548,189.1031863,216.4162647,274.5567278,267.3516881,280.6903609,307.8713472,291.6345383,311.052849,222.6739153,206.9147553,207.9217597,244.9962316,286.492907,262.195712,191.6690352,218.2209417,218.9302522,193.3066946,184.6077217,172.5100765,173.5226241,208.4223468,182.5502577,168.3320522,203.2147309,186.2734226,322.0373235,291.8719074,335.7918799,233.1979208,260.1446719,256.5884255,256.9228009,249.0579448,265.4227229,229.4027083,220.9611044,238.0987406,416.1586981,408.655729,397.5986731,212.9301719,210.2389797,192.5945503,20.87298114,23.56460994,20.23663399
107,Mabuterol,0.9944,25,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
108,Mecoprop,0.9985,1,1.234508225,<LOQ,<LOQ,1068.703582,1100.417095,1063.542844,922.7029366,1041.473267,974.8953445,845.2369904,832.6749921,874.2454767,140.1789366,134.3404986,136.0771865,135.1226302,129.8801309,117.5580142,1220.846295,1229.337573,1201.728832,786.680651,722.3060343,755.7213698,547.9173715,546.5108643,527.4153748,729.621836,696.6598086,690.8721297,525.4799237,667.4068703,625.6663508,106.5666021,88.61661896,111.2036531,71.4109364,65.95057636,96.03179101,492.2335621,477.4571759,494.257378,1018.395771,956.8610012,853.5824348,666.5888095,611.95497,665.3520403,59.78013384,56.76521109,51.29266726,156.0846231,166.1650095,129.8388766,158.6296038,115.081259,149.303813,65.2581453,64.56460178,86.37942186,1043.469297,1161.298307,986.4098471,30.29038683,30.31294016,28.51944742
109,Melamine,0.0003,250,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM
110,Meprobamate,0.9729,25,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,27.54517455,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,29.81866831,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
111,Metalaxyl,0.998,1,<LOQ,<LOQ,<LOQ,54.51947339,49.29042871,43.6609326,53.51835842,56.22675018,57.63497447,27.43824391,35.21841995,47.89714899,16.54080401,21.52268333,21.33417534,23.9400656,26.77286084,25.2804121,71.56273626,39.08424672,40.03554918,30.61774442,45.91025248,57.07573047,39.87120462,52.81091381,45.2698778,45.87273623,41.22113992,61.57926676,31.36758004,47.17024932,29.26410806,20.62167378,40.4237413,41.08261953,31.39318142,19.46334431,17.65054357,27.3036455,35.26827949,32.25904397,52.2847124,31.33573244,32.76752347,29.77449785,27.14655386,27.97777163,14.54159165,21.81444176,34.60587806,28.00112057,26.81388544,37.15580031,31.52897376,30.93222326,20.21553888,24.23312723,36.08476639,15.51074806,53.54534973,42.35307508,48.67024477,<LOQ,<LOQ,<LOQ
112,Metaxalone,0.9968,1,<LOQ,<LOQ,<LOQ,344.1136163,117.4659736,145.046781,120.9567217,281.3014337,199.7173659,<LOQ,<LOQ,<LOQ,87.19259552,68.74570455,76.39941865,1053.26688,1089.120578,1118.411138,12239.82243,11806.84981,12022.41015,549.3702349,574.8273348,541.5429866,303.3468893,349.6939871,320.9891849,364.1924497,245.5108849,311.5524917,253.3497622,263.4298937,221.669785,160.7720822,194.1085635,168.3946652,148.107115,127.6835978,174.9420061,190.3178043,180.147741,205.4244393,327.4804884,297.5165795,354.9174128,127.8841308,162.9486703,122.4203837,106.0775274,113.3685459,116.3778832,116.2295965,159.6366696,146.7731859,151.3617539,124.2146458,120.1783787,138.6087076,141.9971558,144.7038901,191.8087203,203.6110794,236.6329315,<LOQ,<LOQ,<LOQ
113,Metformin,0.0807,NA,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM
114,Methadone,0.968,1,<LOQ,<LOQ,<LOQ,6.197512041,8.228590717,9.736609754,15.26717539,11.68577477,15.67495665,14.18457321,9.10958349,12.90484685,19.33445665,17.32436051,15.09065943,14.17548234,15.96537276,15.86002477,9.57739547,10.7477638,16.40551589,7.76292477,5.929769819,9.673861339,27.4989181,26.13032867,22.97483923,14.87427026,12.73441399,17.26400837,14.35045381,16.42070103,21.44757581,17.18409333,16.71871808,13.28692407,17.76256618,18.2024073,21.44889748,12.92797387,16.7144665,15.28871608,9.874923107,12.28141573,13.43619641,21.66717191,29.64238223,31.06685412,10.78315888,14.02201267,11.41259308,13.22775965,13.70751829,13.78420163,13.00000349,14.19591747,10.78810865,24.49515004,26.43694035,22.94754703,17.28191164,16.41141435,16.32529731,<LOQ,<LOQ,<LOQ
115,Methocarbamol,0.9803,50,<LOQ,<LOQ,<LOQ,634.6927681,513.0322987,465.8101087,401.1097377,411.7650847,541.0346282,414.8616747,419.3652747,740.1045282,685.5369544,939.9443314,682.0592055,561.0531559,583.6502548,495.9701809,908.909612,649.8799481,848.8373193,700.4471677,700.3374085,660.8448777,775.5617886,1025.687357,963.1465917,658.2762688,637.5339239,1093.197989,1205.90545,999.9320878,759.8610633,752.9072902,746.7790571,915.5095118,823.613517,1037.801854,974.5736939,695.6848101,967.3530232,652.6237181,594.2517824,1012.3039,579.7147213,577.702167,645.9672609,773.6077922,410.6400375,758.4360131,436.7062812,728.9217359,848.0619755,1097.365134,947.8355839,867.0537815,769.8292837,1174.045425,1188.409239,983.1488741,860.0812807,841.1798977,706.9044375,54.33781252,<LOQ,<LOQ
116,Metolachlor,0.9715,1,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
117,Metolachlor-ESA,0.9963,1,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,32.02530688,51.89388722,53.46092168,59.27826094,34.09994205,86.74194618,24.13030951,50.41338965,27.04019104,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,49.02728826,40.74060213,24.9649413,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,56.82376764,54.39404988,39.9803981,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
118,Metolachlor-OXA,0.9968,1,<LOQ,<LOQ,<LOQ,67.45122691,44.20535273,41.00279395,47.13522786,31.51330606,32.72583838,32.19149906,18.26297473,33.47519006,19.02031043,26.67522514,32.67761626,33.38872342,39.20835149,25.52159445,35.6609208,47.03038162,40.43600473,46.96921138,54.46244785,52.31850228,19.64799418,42.84986085,46.60528588,34.35754224,40.42135359,35.60582379,31.87815456,35.95052402,47.30301657,48.6078957,66.08771779,53.45105864,53.1839298,38.69502443,30.06494222,41.36995913,38.67549068,31.73761027,63.82710981,43.99895257,33.79284259,50.27969486,50.16938852,29.6591516,27.52621178,18.43925601,23.75378736,33.92912981,39.18515483,34.61455616,41.36955259,29.77884005,28.74424118,33.72874444,28.52031834,38.21106812,24.78177949,27.4637819,29.57351352,<LOQ,<LOQ,<LOQ
119,Metoprolol,0.9871,25,<LOQ,<LOQ,<LOQ,4306.885455,3668.916127,3819.25951,3238.955096,3333.431823,3293.470644,2484.514941,2285.029919,3669.149429,3054.511912,4838.330962,2703.136223,2817.5312,3321.961523,2424.70397,5731.200616,5040.865848,5429.848058,3582.614632,4277.593422,3160.904117,3509.909923,2835.77029,3020.07765,2319.320387,2558.175015,3957.205558,4445.926312,4951.88266,3384.513128,2686.566277,3885.362619,3634.437587,3285.932612,3563.866338,3481.162437,2509.503817,3499.253185,2871.03753,3927.307067,5900.938431,3373.820307,3072.084436,2499.073123,3095.434855,1510.01191,2174.249081,1478.701825,1902.887521,1872.686289,2105.743073,2374.943575,1970.169905,1737.460664,2485.315245,2594.43798,2336.70079,2378.575651,2226.646463,1877.548542,<LOQ,<LOQ,<LOQ
120,Metronidazole,0.9989,5,<LOQ,<LOQ,<LOQ,167.7310553,174.201433,156.9637388,138.8134644,149.8985808,135.1743456,133.4009396,134.3966046,121.8187217,138.3040519,125.2603688,159.6352477,131.6904728,95.07873223,118.611957,<LOQ,<LOQ,<LOQ,137.375133,129.9029421,114.4789242,418.941435,362.1417603,481.2864628,434.552695,414.7087177,446.0895033,360.3611859,367.2432767,414.1578296,304.2810638,284.0068659,323.0299806,362.7666605,351.9883424,328.9222313,441.019953,357.6789717,396.6617114,210.9675503,225.1840242,217.9405862,150.6176715,166.7249999,121.6355377,122.1585891,121.1465194,128.6747348,<LOQ,<LOQ,<LOQ,123.9161342,120.0847334,118.957332,121.3489626,124.1933997,132.2617518,118.4012553,115.8132777,91.84215579,<LOQ,<LOQ,<LOQ
121,Morphine,0.9974,1,<LOQ,<LOQ,<LOQ,441.2516853,429.9784284,418.7914784,413.148094,344.5779797,306.5633707,343.5147057,390.3027814,386.8001778,411.9746061,369.8866894,376.9753755,320.3973747,336.0952571,332.0601536,403.6520462,367.745125,490.952482,398.9165308,362.503106,316.0314057,335.4516487,399.3765789,331.8632525,342.309629,426.0510596,384.0022568,432.1735846,479.5321422,405.5787769,408.0072041,436.7115879,418.5051309,372.1869894,365.8269444,386.4007925,375.0990059,427.136053,417.1810268,474.0174781,475.395601,369.9476308,407.3968379,369.3385307,381.3322694,249.1999732,222.9723715,271.864292,316.0062256,353.0054546,277.369448,337.9392719,373.6564824,349.1219405,376.3393453,347.9721803,394.0445656,346.1827491,318.4578402,352.0674792,<LOQ,<LOQ,<LOQ
122,"N,N-didesmethylvenlafaxine",0.9582,5,<LOQ,<LOQ,<LOQ,61.07507329,55.5265795,52.20602561,34.98761058,45.80356977,74.3639401,40.38715206,64.92571745,52.53725435,32.81176418,24.78560815,43.75331988,39.92948907,27.61138605,44.16935,49.8670635,53.33924116,52.55912882,27.15734436,47.73327765,97.33257341,54.42598251,65.84123999,48.51173139,30.46966032,38.49694947,102.4022079,43.40076948,57.66930051,64.0803184,38.17115348,25.03359084,50.2490279,46.74611995,32.2707538,22.9511993,31.14964415,96.48272411,42.21243477,51.74969814,43.79885615,108.6748052,25.05317693,94.55259804,66.18656932,27.53438887,48.72877327,24.5344956,28.64870434,22.3953175,34.81923211,35.90539565,30.24984469,42.78233512,36.07793293,40.8556173,27.43094514,30.31868581,55.47027974,69.30395679,<LOQ,<LOQ,<LOQ
123,N4-acetylsulfamethoxazole,0.988,25,<LOQ,<LOQ,<LOQ,807.0628146,763.6099332,615.6314319,551.6849013,550.2716629,610.9709274,547.7455326,573.8835318,872.6762738,1144.926053,1765.004237,935.3080367,756.0819821,1130.209132,633.9549599,701.5700396,603.8496939,672.24116,604.0303215,824.9576544,563.67394,859.2680953,739.223822,959.1815696,510.6214413,544.222096,847.01721,958.5661825,973.1691679,671.5808086,846.2520008,1131.06966,986.9080001,922.0301174,816.4060917,854.5931962,410.8680956,691.8414749,514.0818522,481.0630567,627.6523281,406.5874997,591.5597937,517.9725105,503.884823,365.122344,549.048177,408.1587514,313.770066,430.9327959,544.7538008,474.6055216,465.3944232,419.632439,432.646274,434.9026439,431.9290863,445.3522502,398.519562,347.3552335,<LOQ,<LOQ,<LOQ
124,Nadolol,0.9847,5,<LOQ,<LOQ,<LOQ,517.8430903,277.1962037,262.7828663,542.3100665,328.4442168,455.9252316,<LOQ,<LOQ,<LOQ,153.611696,212.911332,98.48051294,287.252458,136.3159468,114.6504226,351.3764612,431.9383601,310.0085013,237.6865215,325.2293438,376.9372132,470.5247903,67.14936446,162.4123059,<LOQ,<LOQ,<LOQ,99.19576796,811.1299686,415.8757408,133.1842022,173.9645809,430.9540528,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,244.9514368,100.9826039,215.6271032,395.8595794,665.7016296,267.3830524,12.22410334,31.74456791,40.03811548,81.30072632,95.42475491,43.09819039,44.84098933,39.60489818,406.4919171,153.4573093,149.6854173,116.8696964,117.2271137,130.7820651,53.50907112,<LOQ,<LOQ,<LOQ
125,Naproxen,0.9977,1,<LOQ,<LOQ,<LOQ,7577.056958,17022.86208,15140.584,28766.30714,27880.20832,15017.21327,19419.33572,27235.65317,12996.82957,10371.32644,14521.95295,9597.075954,10683.91273,17372.4793,15513.84073,16626.51684,14106.95774,11524.9192,14273.53841,30071.6859,74692.32713,30770.97249,19160.45403,23388.73365,26483.26507,29743.89215,12028.91683,58063.1478,15538.89512,36148.96178,17796.56365,47087.67983,25172.93442,21985.69611,21880.24852,18574.50645,11367.08471,19641.9509,16925.60464,20488.81969,11704.1628,20249.55532,15049.88658,9533.878217,13759.33873,6203.095477,6061.334762,7574.763377,10910.37125,8996.360844,7744.093511,7480.590367,9624.982114,9588.228991,13576.34029,11066.24544,8851.468318,5231.413243,7198.874424,8568.194909,154.5556933,156.3790199,144.628054
126,Nicotine,0.5236,750,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM
127,Norfloxacin,0.9068,100,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
128,Ofloxacin,0.9629,25,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
129,Oxazepam,0.995,1,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,41.36155686,28.66189689,4.206567505,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,37.25959293,27.62786725,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,29.30935906,49.13588049,41.92730008,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
130,Oxcarbazepine,0.9961,1,<LOQ,<LOQ,<LOQ,308.7943588,346.6374312,241.8333702,710.2049425,710.4140023,606.4110297,246.9741028,229.5637915,238.4403178,215.8549379,159.1939838,165.4936819,198.1872842,161.8177568,254.8265109,198.8795143,201.762142,201.1320893,214.6745566,273.8429199,232.3646812,202.7685312,202.303544,163.7861204,207.6465125,176.6787755,168.4411565,214.8592764,213.8545754,210.5718724,248.2406375,224.8637991,224.3068606,230.3846869,230.8894885,205.4378028,209.4912375,186.4134796,219.3009064,277.8788696,168.0864008,235.770388,183.094965,193.7915721,208.8013361,157.4338627,160.2236233,161.1348669,184.2462253,172.4489841,192.5114823,210.0136298,235.3874766,260.7296391,211.1232326,175.3338437,191.1004076,179.868565,161.2473343,173.0071934,7.475294726,7.220347894,7.394285638
131,Oxybenzone,0.9109,1,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
132,Paraxanthine_Theophylline,0.9885,1,<LOQ,<LOQ,<LOQ,40673.16209,<LOQ,110459.9803,41910.05738,23742.11571,77956.78662,27813.68349,36864.90143,21780.89979,28724.03294,38320.55571,109324.2805,<LOQ,37686.87612,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,39032.10237,54806.19769,<LOQ,12882.16634,25095.95079,47461.06085,43944.20241,<LOQ,<LOQ,<LOQ,49311.35096,33383.35799,<LOQ,114509.5979,56255.74974,<LOQ,7990.644956,30165.85373,20853.98625,40499.34787,25311.11063,<LOQ,18215.30034,22334.02522,13966.39851,9386.343805,41798.97134,<LOQ,11373.72328,13449.54577,9756.576481,66.49278794,91.09615794,70.31197471
133,Penciclovir,0.969,100,<LOQ,<LOQ,<LOQ,1345.40139,2149.473688,2214.737331,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,2542.782977,1048.763481,283.2316244,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,1198.956813,1070.306819,1382.609925,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
134,Pentobarbital,0.01,NA,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM
135,Pentoxyfylline,0.9884,5,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,36.55766358,44.68004613,40.72587409,29.35930376,20.14810915,35.43610936,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
